,Title,Relevant
3668,canada pm justin trudeau says country has signed with amazon for medical supply distribution in covid-19 crisis,1
3669,covid-19 | advance planning and strong networking required to fight the pandemic,1
3670,why steroids not recommended in singapore treatment of covid-19 patients despite 'major breakthrough' in uk,1
3671,relief therapeutics and neurorx expand clinical trial of rlf-100 to all patients with critical covid-19 and respiratory failure,1
3672,intelligent automation is a powerful prescription to covid-19,1
3673,life and breath,1
3674,"key medical supplies were shipped from u.s. manufacturers to foreign buyers, records show",1
3675,are portable ventilators the future?,1
3676,watch | can vitamin c help prevent covid-19?,1
3677,covid-19 crisis: nasa steps in to develop coronavirus solutions - the sentinel assam,1
3678,could melatonin help protect against covid-19?,1
3679,"americas covid-19 response must be industrial, not just medical",1
3680,"prone position may save severe covid-19 patients, but can damage limb nerves, scientists say",1
3681,"plan for post-covid care facilities, shirole tells cm",1
3682,un agencies launch tech access partnership in joint effort to scale up local production of life-saving health technologies for covid-19 - world - reliefweb,1
3683,nasa steps in to help develop covid-19 solutions - telangana today,1
3684,coronavirus crisis will open test which regulations actually matter,1
3685,will vitamin c be of any help?,1
3686,covid phobia keeping people with heart symptoms away from ers - stat,1
3687,"covid fight: govt system in front, private hospitals do the distancing",1
3688,lessons learned in early days on covid-19 front lines are now saving lives,1
3689,"erectile dysfunction drug aviptadil may also beat covid-19, experts believe",1
3690,how sars-cov-2 causes disease and death in covid-19,1
3691,minnesota covid-19 hospital deaths declining,1
3692,taiwan's vice-president chen chien-jen on his country's fight with covid-19,1
3693,"as the pandemic spreads, will there be enough ventilators?",1
3694,"fda's first-ever list of medical supply shortages says us needs more ventilators, gloves, surgical gowns",1
3695,fitbit has made a low-cost emergency ventilator for covid-19 patients,1
3696,how trump could order industry to lift virus response,1
3697,why kodak stock jumped today,1
3698,"president trump tweet-demands that gm and ford 'start making ventilators, now!'",1
3699,"in britains triage system, fear that òterrible decisions could be made",1
3700,china says no plans to limit export of antivirus supplies,1
3701,"bloom energy, state of california, almo partner to refurbish ventilators for healthcare system as covid-19 spreads throughout u.s.",1
3702,"india has lowest cases, deaths per million population: harsh vardhan",1
3703,"anti-science precautionary principle jeopardizes health, safety, and risks innovation",1
3704,what one company's ventilator work says about our chances to outpace coronavirus,1
3705,now the worlds hospitals are running out of vital rubber gloves,1
3706,"rare look at stockpile handouts shows which states got ventilators, masks amid coronavirus",1
3707,ford reveals how it's rewriting its pr playbook as it shifts to making coronavirus medical supplies,1
3708,'project biomed' fights for the right to repair medical devices,1
3709,"the real reason ford, chanel, and loreal are producing masks and face shields",1
3710,analog devices takes action to support customers during covid-19 pandemic,1
3711,covid-19: states use of private hospitals cost ‚Ç¨97 million in april,1
3712,health service faces òapocalyptic scenario if capacity issues not addressed,1
3713,preventing depression in the wake of covid-19,1
3714,"apple and googles covid-19 exposure notification api updated with improvements, brazil launches app with alerts",1
3715,bosses buy spy software to keep tabs on remote workers...,1
3716,the h-1b visa ban is creating nearshore business partnership opportunities,1
3717,will the pandemic push knowledge work into the gig economy?,1
3718,scaling rapid workforce conversion during covid-19,1
3719,how can innovation help us find the silver lining amid difficult times?,1
3720,coronavirus testing: just the facts,1
3721,the atlantic daily : parenting during a pandemic,1
3722,5 remote working best practices and tips in the era of the coronavirus pandemic,1
3723,how the beauty industry is surviving the pandemic,1
3724,bioelectric device on your skin could start with a pencil,1
3725,nasa develops high-pressure ventilator to fight covid-19 - gadgets now,1
3726,nasa develops high-pressure ventilator to fight covid-19 - financial express,1
3727,flexible throat sensor powered by ai to track covid-19 symptoms,1
3728,"medidata accelerates launch of mymedidata platform, responding to covid-19",1
3729,explained: if you are infected: demystifying covid-19 care,1
3730,carcadia health's contactless respiration rate monitor receives 510(k) clearance,1
3731,circadia health's contactless respiration rate monitor receives 510(k) clearance,1
3732,vitls platform cleared in u.s. for remote patient monitoring,1
3733,new coronavirus sensor you stick on your chest can detect covid-19 - cnet,1
3734,nasa built a covid-19 ventilator in 37 days - metro.co.uk,1
3735,multi-armed bandits and the stitch fix experimentation platform,1
3736,cisco announces úwork from homeù webex contact center quick deployment,1
3737,10 ways fintechs are using experience design to outcompete banking,1
3738,the government of canada and the government of nunavut announced additional support for quality early learning and child care across the territory,1
3739,"liberia: oniyama special teaching hospital outpatient clinic hailed for ""extraordinary"" healthcare delivery during covid-19",1
3740,"at-home coronavirus tests may miss infections, study suggests",1
3741,holly and phillip explain why this morning is still on air despite lockdown,1
3742,minnesota cities set their own mask rules to fight the novel coronavirus,1
3743,coronovirus pandemic brings hundreds of u.s. clinical trials to a halt,1
3744,"blood from coronavirus survivors is helping save lives, scientists confirm",1
3745,tencent-backed wedoctor makes ipo appointment in hong kong and writes prescription for digital health care post-pandemic,1
3746,constellation pharmaceuticals (cnst) q2 2020 earnings call transcript,1
3747,"fulcrum therapeutics, inc. (fulc) q1 2020 earnings call transcript",1
3748,calithera biosciences inc (cala) q2 2020 earnings call transcript,1
3749,michael porter of harvard business school has joined the board of directors of exthera medical corporation,1
3750,edited transcript of ino earnings conference call or presentation 12-mar-20 8:30pm gmt,1
3751,several countries in various stages of vaccine development,1
3752,first wearable health sensor for tracking covid-19 symptoms enters testing,1
3753,iontas and fairjourney biologics discover sars-cov2 neutralizing antibodies with picomolar potency,1
3754,couchbase analytics: customers moments of truth revealed!,1
3755,the us doesnt just need to flatten the curve. it needs to úraise the line.ù,1
3756,coronavirus studies: chloroquine is ineffective and dangerous,1
3757,charting a rapid course toward better covid-19 tests and treatments,1
3758,fighting coronavirus with overhead transparencies and air conditioning filters,1
3759,military health system press briefing on unified response to coronavirus,1
3760,medical consortium aims to create network of virtual critical care wards,1
3761,an exclusive look at the pitch deck hr startup flux used to raise $3 million as the pandemic makes remote working the norm,1
3762,royole's new foldable display could soon appear in zte phones - cnet,1
3763,"cloudflare announces cloudflare one, a platform to connect and secure companies and remote teams anywhere, on any device",1
3764,dog-like boston dynamics robots fluffy and spot will start working in a ford plant in august î meet the pair,1
3765,new surface surprise as microsoft surface duo revealed,1
3766,why universal display stock fell 13% today,1
3767,"these 3 stocks have big 5g growth potential, say analysts",1
3768,apple looks to keep up with samsung by acquiring point-of-sale solution mobeewave,1
3769,librestream is free while it lasts,1
3770,tech projects launches new stainless-steel solutions - dairyreporter.com,1
3771,veteran tech ceo bill mcdermott says the coronavirus crisis is turbocharging the rise of the digital workplace: 'work is never going back to what it once was' (now),1
3772,10 ways to prepare for a post-coronavirus recession,1
3773,how cios should reroute digital transformation in the covid-19 crisis,1
3774,preparing for the next normal via digital manufacturings scaling potential,1
3775,fda asks manufacturers to make hand sanitizer taste worse so people don't eat it,1
3776,nemaura medical issues presentation pertaining to the use of continuous glucose monitoring in covid-19 patients,1
3777,microsoft surface duo price and release date unveiled,1
3778,nemaura plans to launch body-worn continuous temperature monitor (ctm) to track fever caused by viral infections such as covid-19,1
3779,mad systems demos new touchless technology - digital signage connection,1
3780,"microsoft is launching the surface duo next month, its ambitious foldable phone with two screens that opens and closes like a book. here's how it works. (msft)",1
3781,"the safest workplace environment is a flexible, mobile one",1
3782,protectivair sterilizes inhaled air using uv light,1
3783,realme watch to huawei watch gt 2e: smartwatches to look forward to in india,1
3784,wwdc: enterprise tech must òthink like consumer',1
3785,wwdc: box ceo says enterprise tech must òthink like consumer',1
3786,samsung throws down the mobile b2b gauntlet with new saas and security announcements,1
3787,"$525.4 billion worldwide iot chip industry to 2025 - featuring nordic semiconductor, gainspan & expressif systems among others",1
3788,"looking for a fresh challenge or somewhere new to work? here are some vacancies: developers, developers and a digital architect",1
3789,"shifting from remote lite to remote right, businesses must prepare for a post covid-19 world",1
3790,new wearable sensor tracks vitamin c levels in sweat,1
3791,upwork and citrix team up to power flexible work,1
3792,distributed qa and remote software testing: nine observations,1
3793,blog: a guide to working remotely in games,1
3794,the 7 best tools for adjusting your workplace to a post covid-19 world,1
3795,now is the time to rally around your customers,1
3796,"healthwatch systems, llc announces availability of covid-19 healthwatch",1
3797,looking inside a big data toolbox,1
3798,lean management or agile? the right answer may be both,1
3799,alabama a&m university partners with nutanix to revolutionize it at historically black colleges and universities,1
3800,"help wanted! some lake area businesses still hiring, despite covid layoffs elsewhere - lake expo",1
3801,hr technology landscape:2020 and beyond,1
3802,how to effectively manage teams in the post-covid era,1
3803,calytera appoints zeynep young as ceo,1
3804,11 sci-tech companies hiring in ireland right now - siliconrepublic.com,1
3805,12 emerging tools and technologies to help evolve business development,1
3806,weyland tech's atozgo expansion into residential jakarta reaches 500 deliveries per day as city begins to reopen - globenewswire,1
3807,how to secure software in a devops world,1
3808,cutovers it work orchestration and observability platform is now available in aws marketplace,1
3809,covid-19 molecular test from xcr diagnostics delivers results in half the time of existing coronavirus tests,1
3810,"amazon says it's already hired 100,000 workers in 4 weeks during coronavirus crisis and plans to hire 75,000 more (amzn)",1
3811,fast-fashion giant boohoo reports blockbuster sales growth during the lockdown and acquires oasis and warehouse,1
3812,forget foldable: these leaked images show a concept phone with a slide-out screen - cnet,1
3813,a thermometer that can be stretched and deformed by water,1
3814,the pros and cons of using an ipad for school,1
3815,"leaked images: instead of folding, this concept phone has a slide-out screen - cnet",1
3816,forget foldable: these leaked images show a phone concept with a slide-out screen - cnet,1
3817,this budget-friendly laptop monitor might be the perfect work-from-home companion,1
3818,how $7.8 billion juniper networks is preparing for the death of the trade show: 'we're just never gonna get back to where we were',1
3819,uber will require everyone to wear masks starting monday î¬†and is using ai to enforce the rules (uber),1
3820,your coronavirus face masks will be so much more comfortable with this 70¬¢ accessory,1
3821,giant robots are making materials stronger and more climate-friendly,1
3822,protecting ourselves from the next pandemic,1
3823,emergent biosolutions triples its coronavirus-vaccine manufacturing contract with astrazeneca,1
3824,"building a flexible supply chain in low-volume, high-mix industrials",1
3825,coronavirus | tech-challenged japanese struggle to work from home,1
3826,10 industrial design projects by zurich university of the arts students,1
3827,chinese researchers to test double doses of cansinos coronavirus vaccine candidate,1
3828,"surface structure of coronavirus decoded, findings may aid vaccine development: study",1
3829,funding fix: spend time,1
3830,chinese researchers to test double doses of cansino's coronavirus vaccine candidate - reuters,1
3831,chinese researchers to test double doses of cansino's coronavirus vaccine candidate - reuters uk,1
3832,these face masks protecting against covid-19 are biodegradable and locally-sourced,1
3833,coronavirus drug and vaccine studies are recruiting their first volunteers,1
3834,whats on cios minds during the coronavirus crisis,1
3835,better than zoom: try these free software tools for staying in touch,1
3836,inside the extraordinary race to invent a coronavirus vaccine - the washington post,1
3837,industrial digitalization during the pandemic and beyond - sponsor content from siemens,1
3838,"professor using 3-d tech to make shields, ventilator parts - wnep.com",1
3839,first do no harm: we need more ventilators... and we especially need mechanized manual ventilators,1
3840,"nasa engineers at jpl design, build and ship new ventilator in 37 days - ktla los angeles",1
3841,nasas coronavirus ventilator has one huge advantage,1
3842,how to lead your team productively during a crisis,1
3843,"founded by former spacex engineers, first resonance pitches tools to make things the spacex way",1
3844,how i turned my summer job counting cars into a smart city company,1
3845,meet {tidycovid19}: yet another covid-19 related r package,1
3846,"error recovery with parser combinators, using rust and nom",1
3847,salesforce creates for profit platform to help governments distribute covid vaccine when its ready,1
3848,fog-free mask hack solves mask versus glasses conundrum with superb seal,1
3849,"highly effective antibodies identified, may lead to passive covid-19 vaccine - ndtv",1
3850,"2021 cpt code set reflects tech innovation, covid-19 response - american medical association",1
3851,a cio's 10 tips for remote and flexible working,1
3852,builders who will thrive in the new world,1
3853,flexible learning amid covid-19 crisis,1
3854,sap brandvoice: how can industry 4.0 help manufacturers during covid-19?,1
3855,3 strategies to optimize innovative product development,1
3856,how to drive winning battery-electric-vehicle design: lessons from benchmarking ten chinese models,1
3857,coronavirus pandemic advances the march of 'cobots' - reuters,1
3858,these 19 remote jobs with 6-figure salaries are all hiring right now,1
3859,coronavirus pandemic advances the march of 'cobots' - reuters india,1
3860,austins fox robotics raises a $9m series a for its robotic forklifts,1
3861,capsules video q&a platform helps brands reach their community in the post-covid era,1
3862,openpaths security system for physical access gets a $36 million boost,1
3863,"these are the highest-paying remote jobs in computing that you can do anywhere in the world, and they're all hiring right now",1
3864,why healthtech companies must become more user-centric or risk failing,1
3865,"how the world became data-driven, and whats next",1
3866,top 10 covid-19 tech trends,1
3867,coronavirus: a doctor answers 6 questions about confusing findings of the virus,1
3868,"high vaccine use urged by tam, njoo to beat covid-19, restore pre-pandemic life - msn canada",1
3869,building an interstate regulatory framework for telemedicine,1
3870,avadel pharmaceuticals plc (avdl) q2 2020 earnings call transcript,1
3871,"coronavirus vaccine tracker live updates: us, uk move closer to covid-19 vaccine by 2020-end - news18",1
3872,"icymi circuitpython newsletter: circuitpython 5, open-source python bike computers, and more! #python #adafruit #circuitpython #icymi @circuitpython @micropython @thepsf @adafruit",1
3873,3 arizona startups compete in international bioscience competition,1
3874,has the era of digital health finally arrived? testing new wearables,1
3875,"transcript: scott gottlieb on ""face the nation""",1
3876,tyto care launches new ai-powered diagnostic support tool,1
3877,"how telemedicine, sd-wan helped two firms get back to work",1
3878,prevent foggy glasses while wearing a mask with these tips,1
3879,washington team doctor assisting with coronavirus treatment,1
3880,viral respiratory infections and the oropharyngeal bacterial microbiota in acutely wheezing children,1
3881,can companies require masks? ask hr,1
3882,photocatalytic nanowiresêbased air filter: towards reusable protective masks,1
3883,amrita university steps up to support indian medics fighting covid-19,1
3884,five tips to avoid foggy glasses while wearing a face mask,1
3885,nhs launch london 'covid-19 digital staff bank' platform,1
3886,utah's largest medical provider announces pay cuts for doctors and nurses amid coronavirus pandemic,1
3887,"mlb players, team employees part of virus study",1
3888,"virus expert: drugs touted by trump likely wont cure coronavirus, but this treatment could",1
3889,how some israeli companies are overcoming the obstacle of coronavirus,1
3890,innovative leaders must practice òradical empathy î especially in times of isolation,1
3891,the fda can only úfast-trackù medicine because it slow-tracked it in the first place,1
3892,watch a urologist explain exactly how doctors grew a penis on a man's arm,1
3893,seven ways to talk to terminal patients,1
3894,tech optimization: pushing patient engagement farther,1
3895,expansion opportunities in the next-generation wireless bss market,1
3896,"vonage releases multiple new free services to work, learn and get medical advice from anywhere as the need for completely virtual environments grows",1
3897,nemaura medical evaluates new applications for continuous lactate monitoring using its beat‚Ñ¢ platform,1
3898,four artificial intelligence technologies to lead the global economy out of the pandemic,1
3899,"smartlabs launches global accelerator in taiwan, fostering international biomedical innovation",1
3900,six steps to promote recovery of the health and social care system from the covid-19 pandemic,1
3901,aerosafe global announces closing of growth financing round,1
3902,deploying technology during covid-19: the technology needs to meet the crisis - healthcare finance news,1
3903,johnson & johnson to invest $1 billion in covid-19 vaccine development,1
3904,predictiv ai and sigfox canada agree to enter into global sales channel and technology integration partnership for thermalpass - aithority,1
3905,building security into the customer experience,1
3906,caring for data in healthcare: why data security has never been more crucial ì and the risks we need to mitigate,1
3907,serenova announces cxengage rapid response program to accelerate contact center work-from-home deployments within 48 hours,1
3908,"lifesize announces free, unlimited video conferencing to help organizations power distributed workforces and contact centers while weathering coronavirus",1
3909,care from home: new guide enables healthcare providers to safely and securely consult with patients using telemedicine and 8x8,1
3910,development bank of wales ramping up tech equity deals since the lockdown - businesslive,1
3911,landmark health continues to focus on keeping older adults with chronic conditions home,1
3912,mediafly named a strong performer in sales content solutions evaluation by independent research firm,1
3913,how to think like a data scientist or data analyst,1
3914,berry announces new meltblown capacity in south america,1
3915,bloomington business helps hoosiers and healthcare workers improvise covid-19 protective face masks faster by mass-producing contoured face mask frames,1
3916,"kicteam acquires teknipure, expands specialty cleaning support across healthcare and manufacturing industries",1
3917,cfi lands on inc. 5000 list for the second consecutive year,1
3918,kareo launches advanced new telehealth solution to enable independent healthcare practices to improve patient care,1
3919,survey finds business automation technology falls short of promise,1
3920,putting the public back in public health î surveying symptoms of covid-19,1
3921,a covid-19 diagnostic that uses crispr gets a nod from the fda,1
3922,nasa rocket scientists designed a rapid-production ventilator in just 37 days,1
3923,intel and mic announce scale to serve program to rapidly expand remote icus to 100 us hospitals,1
3924,"roundup: emirates hospital group implements okadocs telehealth system, update on irelands contact tracing app and more briefs",1
3925,"hims kicks off mental health offerings with free group therapy, campaign calls for public access to digital therapeutics during covid-19 emergency and more digital health news briefs",1
3926,extheras affinity blood filter is used to treat covid-19 patients,1
3927,"clarisonic sale: as the brand closes, this is what to buy now",1
3928,scientists develop smartphone app to analyse coronavirus genome - gadgets now,1
3929,nasa develops special high-pressure ventilator in just 37 days for covid-19 patients - republic world - republic world,1
3930,masimo announces bridge‚Ñ¢,1
3931,dod to fund a multi-center randomized clinical trial of covid-19 treatment with extheras seraph 100 blood filter,1
3932,this new smartphone app real-time analyses coronavirus genome in minutes - deccan herald,1
3933,masimo pvi¬Æ receives fda clearance as an indicator of fluid responsiveness on mechanically ventilated patients,1
3934,covid-19 pushes kidney patients to opt for peritoneal dialysis,1
3935,"new studies investigate the accuracy of noninvasive, continuous hemoglobin monitoring with masimo sphb¬Æ on neonates",1
3936,sir john bell: we cannot live in terror cut off from the world. we must get britain open again,1
3937,how video technology will revolutionise customer interactions,1
3938,coronavirus: oxygen equipment meant for ireland held back by italy,1
3939,watch: four ways that the deadly coronavirus can cause severe diseases,1
3940,how does the wuhan coronavirus cause severe illness?,1
3941,ethical anchors and explicit objectives: ensuring optimal health outcomes in the covid 19 pandemic,1
3942,four ways that the deadly coronavirus can cause severe diseases,1
3943,ghana: covid-19 challenging technical ingenuity through innovation,1
3944,"tableau 2020.2 introduces new data model for powerful multi-source analysis, metrics for kpi monitoring",1
3945,novartis announces new late-breaking ofatumumab data at ean underscoring commitment to advancing treatment of relapsing forms of multiple sclerosis (rms),1
3946,empowering edge cloud in the 5g & iot hyper-connected era - insidehpc,1
3947,will i ever be able to eat without bad heartburn? dr martin scurr answers your health questions,1
3948,responsive solutions for resilience and recovery built with the power of saps business technology platform,1
3949,u.s. warned nevada not to use chinese covid tests from uae,1
3950,cdc preparing...,1
3951,ensuring intercoms business continuity during uncertain times,1
3952,virtualhealth and divurgent offer personalized patient management to battle covid-19,1
3953,digital transformation using microsoft technologies during and post covid-19,1
3954,an epidemic of red tape,1
3955,we urgently need to start making more masks in canada - and wearing them,1
3956,sap brandvoice: workers and the sustainable supply chain: covid-19 puts ehs front and center,1
3957,trane helps bring k-12 students back to school with indoor air quality solutions,1
3958,"38 cool gadgets, face masks, and more on sale this weekend",1
3959,best buys big sale is perfect for coronavirus quarantine ì here are the 10 best deals,1
3960,best buys running its last big sale of the month ì here are the 10 best deals,1
3961,how filtering blood may help to combat covid-19,1
3962,digital transformation paves way to recovery in a post-pandemic world - futureiot,1
3963,dont miss these 10 killer deals from best buys big sale today,1
3964,you definitely dont want to miss the deals in best buys big sale today,1
3965,"this is best buys last big sale of the month, and you dont want to miss it",1
3966,"most purchased in september: air purifiers, hand sanitizers and more",1
3967,unmade in america,1
3968,best buys running one last big sale this week ì here are the 10 best deals,1
3969,experts discuss promising strategies for tackling sars-cov-2 - the science board,1
3970,14 must-have items for your home emergency kit,1
3971,why you should focus on designing solutions for needs,1
3972,coronavirus: how making masks mandatory on public transport is creating challenges for deaf community,1
3973,adidas non-medical reusable face masks 3-pack just $16 shipped,1
3974,coronavirus shopping: a new breathable mask,1
3975,why 5g will make our factories more efficient and resilient,1
3976,oxybreath pro singapore reviews 2020 [exclusive 50% off},1
3977,how to keep glasses from fogging up with a face mask,1
3978,"huami amazfit aeri concept face mask features anti-fog, translucent frame and self-disinfect system using uv lights",1
3979,"cyberlink introduces faceme¬Æ health to detect masks, verify identity and measure temperature for pandemic control",1
3980,how to stop face masks from fogging up your glasses,1
3981,"electric vehicles, new suvs energise auto expo 2020",1
3982,officials: businesses should follow protocols during covid-19 pandemic - the winchester star,1
3983,how to wear a face mask without fogging up your glasses,1
3984,a very agile supply chain: the inside story of agcos response to covid-19,1
3985,pcb manufacturing ì from design to assembly,1
3986,surviving the pandemic as a hacker: making a mask of your very own,1
3987,the best face masks for running in 2020 - cnet,1
3988,"a replaceable, more efficient filter for n95 masks",1
3989,apple helps suppliers reconfigure factories to mitigate covid-19 spread,1
3990,woman entrepreneurs fight covid slump with new business ideas - climate home,1
3991,stratedge reports a strong third quarter,1
3992,weekly news for designers ‚Ññ 533,1
3993,why being resilient during a crisis is vital for manufacturers,1
3994,caliburn international donates personal protective equipment to brevard county emergency management operations center,1
3995,"iris id launches iristime, a biometric time and attendance platform",1
3996,dahua solutions help businesses become pandemic-ready,1
3997,the tech that can help crank out more critical care hospital space - marketplace.org,1
3998,iu and purdue partner to help iu health manage covid-19 patient surge - iu newsroom,1
3999,the pandemic is forcing teletherapy to go mainstream,1
4000,should hospitals practice better social distancing?,1
4001,hundreds of former doctors are set to come out of retirement and fight against coronavirus,1
4002,coronavirus: hospitals have an important role to play in social distancing,1
4003,òlittle rays of hope: the view from a field hospital in italy,1
4004,p360 introduces swittons smart devices for life sciences enterprises - business wire,1
4005,teva to present new data at the mds virtual congress 2020 and psych congress 2020 virtual experience evaluating long-term treatment with austedo¬Æ (deutetrabenazine) tablets,1
4006,apderm¬Æ provides teledermatology and urgent care services during covid-19 to ensure patient and staff safety,1
4007,revance announces agreement to acquire hintmd and its proprietary fintech platform for aesthetic practices,1
4008,how moving to cloud analytics and empi allows for a more effective covid-19 response,1
4009,insidebigdata latest news ì 10/6/2020,1
4010,would you want to share a bed with a man wearing a mask with a long tube protruding it?,1
4011,coronavirus sensor you stick at the top of your chest can track symptoms - cnet,1
4012,philippines' duterte volunteers to be putin's coronavirus vaccine guinea pig,1
4013,news 6/19/20,1
4014,news 7/1/20,1
4015,neurophotometrics and markforged announce new 3d printed nasal swab that provides better accuracy than current covid-19 testing standard in initial study,1
4016,"covid-19 patients are flooding new york hospitals, and the peak may be 3 weeks away",1
4017,"new york may need 18,000 ventilators very soon. it has far short of that",1
4018,how an offer to test everyone in a ski resort town fell apart,1
4019,"highly effective covid-19 antibodies found, may lead to passive vaccine",1
4020,how to prepare for a virtual doctor's appointment in 4 ways,1
4021,"7 kids, families exposed to coronavirus at helsinki cancer ward",1
4022,study investigates accuracy of respiration rate obtained from pulse oximetry on pediatric patients using masimo rrp¬Æ,1
4023,innovative medical devices help healthcare systems become more efficient,1
4024,flexible electronics are the future in wearable health monitoring,1
4025,appian and everlywell partner to support safe workplace and campus returns through integrated covid-19 testing,1
4026,new diagnostic devices help the healthcare system rally in face of severe pressure,1
4027,ehrs can help providers more safely taper patient opioid use,1
4028,upsc static quiz ì 2020: iasbabas daily static quiz ì science & technology [day 52],1
4029,tech prints sensors right onto human skin - futurity: research news,1
4030,flexible sensors measure vitamin c levels in sweat,1
4031,uk researcher creates 'coronavirus test' that 'gives result in five minutes',1
4032,researcher claims to have created a covid-19 test that costs ¬£2 and gives results in five minutes,1
4033,tech prints sensors right onto human skin,1
4034,"just as we all feared, killer ai is coming... for weeds: how to build a grass-monitoring neural network for your home",1
4035,flexible sensors measure vitamin c levels in sweat,1
4036,preview inner workings: molecular biologists offer úwartime serviceù in the effort to test for covid-19,1
4037,are the doors closing on the open office? - archinect,1
4038,"sensors placed on neck can help monitor cough, provide important covid-19 data",1
4039,how breathalysers could be used to screen for covid-19: french hospital is trialling the technology,1
4040,"like black panther suit, scientists print wearable sensors into human skin",1
4041,the hardest questions doctors may face: who will be saved? who wont?,1
4042,big data/covid-19 news ì 5/14/2020,1
4043,the suspension of routine care home inspections renders them invisible to scrutiny and costs lives,1
4044,"we had questions about tennessee's free cloth masks, so knox news had them tested",1
4045,3 5g stocks to buy right now,1
4046,sugary camouflage on coronavirus offers vaccine clues,1
4047,"xl fleet, a commercial vehicle electrification solutions leader, to list on nyse through merger with pivotal investment corporation ii",1
4048,guest post î ¬†on clarifying the goals of a peer review taxonomy,1
4049,next-gen supercomputers are fast-tracking treatments for the coronavirus in a race against time,1
4050,are neck gaiters really òthe worst covid-19 face covering?,1
4051,"houston, miami, other cities face shortage of health care workers to fight coronavirus",1
4052,growing calls for more transparency on how vaccine trials are run,1
4053,growing calls for more transparency on how how vaccine trials are run,1
4054,"power players: meet the 12 key execs driving shopify, the breakout e-commerce star that's inking partnerships with walmart and facebook and seen its stock price triple since march",1
4055,cobots expected to play increasing role in post-covid-19 automation,1
4056,trust is key for performance management when working remotely,1
4057,researchers from intermountain healthcare & u of u health launch vital covid-19 clinical trials,1
4058,smart patch that measures sweat in athletes could be used on coronavirus patients,1
4059,science breakthroughs and risks in the race to bring the world a coronavirus vaccine,1
4060,how three arizona state researchers are working to find the first coronavirus vaccine,1
4061,"exclusive î fda commissioner dr. stephen hahn: coronavirus antibodies testing ramping up, plasma-based treatments on the way",1
4062,how to gain impactful insights with remote user research?,1
4063,one actor behind magecart skimmer kit,1
4064,what are the core capabilities of an employee experience management platform?,1
4065,wearable sensors can be printed directly onto skin at room temperature,1
4066,how to choose a solution for fast internet connection anywhere,1
4067,3 major materials science breakthroughsîand why they matter for the future,1
4068,heres one way to make daily covid-19 testing feasible on a mass scale,1
4069,new study expands evidence demonstrating the benefits of critical congenital heart disease (cchd) screening using masimo set¬Æ pulse oximetry,1
4070,brandpost: digital transformation powered by machine learning,1
4071,researchers create air filter designed to trap and kill the coronavirus,1
4072,scientists design úcatch and killù air filter that kills 99.9 percent of the coronavirus causing bacteria in public spaces,1
4073,synthace announces the launch of new product helping scientists execute and scale key assays,1
4074,this sweat-powered electronic skin can control your robotic limbs,1
4075,new band-aid like flexible sensor can detect coronavirus and sync the data with an ipad,1
4076,local researchers producing wearable sensors to track covid-19 symptoms,1
4077,former ust ceo sajan pillai on his investment plans amid coronavirus,1
4078,the gadgets and software that could help us return to the office,1
4079,donors pledge nearly ¬£100m to find coronavirus treatment,1
4080,energy departments advanced manufacturing partners launch rapid and innovative response to covid-19,1
4081,urgent call-out for irish scientists to help global coronavirus response,1
4082,ideastream 2020 goes virtual,1
4083,overcoming digitization challenges in the oil and gas industry,1
4084,readers ask: i need tips for working at home,1
4085,will coronavirus pandemic change big pharma's long-term focus?,1
4086,"behind the scenes, us scientists prep for covid-19 vaccine test",1
4087,behind the scenes î scientists prep for covid-19 vaccine test,1
4088,an update and behind the scenes: fdas coronavirus treatment acceleration program,1
4089,30 toptal designer tips on working remotely and design,1
4090,recursion releases first open-source morphological imaging dataset on sars-cov-2 virus,1
4091,india coronavirus dispatch: pandemic's impact on south asian countries,1
4092,insidebigdata latest news ì 6/11/2020,1
4093,google developing tattoos that turn skin into touchpad; researchers developing skin-drawn monitor,1
4094,scientists develop instant catch and kill corona air filter - sentinelassam - the sentinel assam,1
4095,chemical functionalization of 2d materials,1
4096,printing sensors directly into human skin without heat - http://www.newsgram.com/,1
4097,air filter that can kill covid-19 virus instantly developed - telangana today,1
4098,air filter that can kill covid virus instantly developed by scientists | read here - india.com,1
4099,paige receives fda clearance for the fullfocus‚Ñ¢ viewer for digital pathology,1
4100,democratizing access to resources for stanford researchers,1
4101,"as businesses reopen, workplace testing is the 'wild west' - the pew charitable trusts",1
4102,nvidia ships worlds most advanced ai system î nvidia dgx a100: third-generation dgx packs record 5 petaflops of ai performance,1
4103,drupal blog: drupal in covid-19 series: bio coronavirus hub,1
4104,"new functional safety test bed for autos, 5g and drones",1
4105,"hewlett packard enterprise powers the university of edinburghs international data facility with software, hpc and ai solutions",1
4106,akoya biosciences unveils new spatial biology platform to enable rapid image analysis and secure data sharing,1
4107,new blinded observational study shows greater depth of patient sedation than intended during procedural colonoscopy,1
4108,why big tech is quietly collaborating on open source ai - techhq,1
4109,"quanterix statement on covid-19 preparedness, resiliency efforts and business continuity",1
4110,"researchers use masimo ori‚Ñ¢, oxygen reserve index, to predict the need for postoperative oxygen therapy in pediatric patients with obstructive sleep apnea",1
4111,coresite partners with education & research institutions,1
4112,nus researchers develop 3 new covid-19 swabs to address shortage,1
4113,a lung physio is the secret weapon in this 65-year-old widower's coronavirus recovery,1
4114,"virgin orbit ventilators granted emergency use authorization, first deliveries expected soon",1
